-262 34 -40 267.21
-262 33 -39 266.93
-261 33 -40 266.10
-261 34 -40 266.23
-261 35 -39 266.21
-262 32 -39 266.81
-261 34 -41 266.38
-262 34 -38 266.92
-256 27 -34 259.66
-268 82 -45 283.85
-271 24 -38 274.70
-265 24 -30 267.77
-267 40 -28 271.43
-294 46 -10 297.74
-288 39 -21 291.39
-279 53 -17 284.50
-284 54 -12 289.34
-254 47 -37 260.95
-252 86 -26 267.54
-256 85 -37 272.27
-225 80 -63 246.97
-218 104 -67 250.66
-197 138 -72 251.07
-224 136 -62 269.29
-196 156 -65 258.80
-194 168 -63 264.25
-184 168 -56 255.37
-184 183 -47 263.73
-162 215 -51 273.99
-160 208 -44 266.08
-142 225 -44 269.68
-140 212 -40 257.18
-135 217 -26 256.89
-122 226 -25 258.04
-130 241 -13 274.14
-110 249 -16 272.68
-104 244 -21 266.07
-100 238 -22 259.09
-94 236 -33 256.17
-92 234 -40 254.60
-95 242 -30 261.70
-94 247 -30 265.98
-85 251 -23 266.00
-79 252 -17 264.64
-73 250 -20 261.21
-56 242 -27 249.86
-63 253 -14 261.10
-29 257 -20 259.40
-38 263 -9 265.88
-11 255 -23 256.27
-14 260 -12 260.65
4 253 -17 253.60
-3 256 -4 256.05
12 255 -7 255.38
28 250 -5 251.61
36 251 0 253.57
49 243 -6 247.96
25 256 8 257.34
48 244 -2 248.68
50 247 0 252.01
67 251 4 259.82
61 249 9 256.52
69 239 12 249.05
84 249 12 263.06
100 231 14 252.11
108 225 15 250.03
116 213 13 242.89
121 219 13 250.54
126 219 20 253.45
132 207 15 245.96
139 202 12 245.50
148 202 12 250.70
154 196 17 249.84
158 196 20 252.55
149 189 31 242.66
159 185 32 246.03
176 187 36 259.31
182 161 33 245.22
187 169 40 255.21
191 150 34 245.23
199 150 30 251.00
204 132 25 244.26
201 143 33 248.88
204 131 28 244.05
207 125 25 243.10
206 129 32 245.16
214 127 26 250.20
223 124 22 256.10
217 122 24 250.10
215 115 17 244.42
220 107 12 244.93
221 109 11 246.66
225 115 11 252.92
218 105 4 242.00
226 105 -4 249.23
222 109 1 247.32
230 112 -4 255.85
241 119 -6 268.85
227 95 -10 246.28
224 84 -16 239.77
225 91 -9 242.87
230 87 -12 246.20
241 83 -11 255.13
244 72 -17 254.97
241 71 -15 251.69
233 81 -14 247.07
241 83 -8 255.02
246 86 -12 260.88
258 73 -26 269.39
232 75 -20 244.64
242 65 -32 252.61
233 69 -17 243.60
248 66 -31 258.50
243 70 -20 253.67
244 66 -21 253.64
246 61 -20 254.24
245 65 -19 254.19
247 64 -27 256.58
238 62 -24 247.11
247 64 -21 256.02
250 63 -20 258.59
250 62 -21 258.43
252 50 -22 257.85
249 42 -21 253.39
249 29 -24 251.83
251 38 -18 254.50
251 27 -24 253.59
252 21 -24 254.01
248 16 -23 249.58
248 25 -13 249.60
253 19 -18 254.35
259 9 -22 260.09
255 9 -14 255.54
255 1 -18 255.64
245 3 -10 245.22
251 1 -12 251.29
263 0 -12 263.27
254 -12 -11 254.52
247 -6 -3 247.09
256 -13 -9 256.49
263 -12 -5 263.32
256 -19 -10 256.90
249 -11 0 249.24
249 -13 -7 249.44
245 -10 -6 245.28
252 -15 -6 252.52
251 -22 -9 252.12
250 -21 -5 250.93
256 -18 -1 256.63
262 -13 1 262.32
259 -4 -1 259.03
262 -4 -5 262.08
245 0 -5 245.05
241 4 -9 241.20
248 35 3 250.48
252 35 5 254.47
251 32 -4 253.06
254 61 7 261.32
239 61 2 246.67
254 77 -2 265.42
223 90 0 240.48
223 96 -6 242.86
212 130 -10 248.89
210 144 0 254.63
215 139 -5 256.07
190 185 17 265.73
180 186 0 258.84
154 191 7 245.45
132 204 9 243.15
141 205 -8 248.94
107 222 1 246.44
91 232 2 249.22
64 238 11 246.70
67 245 6 254.07
15 251 19 252.16
14 255 9 255.54
-1 257 10 257.20
-12 261 10 261.47
-44 256 6 259.82
-55 234 1 240.38
-65 244 5 252.56
-80 256 11 268.43
-86 237 -8 252.25
-113 237 5 262.61
-121 214 -9 246.00
-146 216 -5 260.76
-160 214 -3 267.22
-166 191 -13 253.39
-183 199 -11 270.58
-179 177 -19 252.45
-210 161 -16 265.10
-217 154 -19 266.77
-211 135 -30 252.28
-228 129 -23 262.97
-239 114 -21 265.63
-240 109 -27 264.97
-251 106 -21 273.27
-248 74 -30 260.54
-254 78 -28 267.18
-251 65 -39 262.20
-259 40 -36 264.53
-258 49 -33 264.68
-257 12 -38 260.07
-260 1 -38 262.76
-266 0 -33 268.04
-269 -26 -42 273.50
-260 -55 -44 269.37
-265 -43 -42 271.73
-252 -60 -47 263.27
-255 -84 -52 273.47
-243 -101 -51 268.05
-237 -126 -49 272.85
-233 -132 -46 271.71
-216 -127 -54 256.32
-209 -162 -49 268.93
-215 -157 -48 270.51
-211 -163 -46 270.57
-185 -190 -59 271.67
-185 -191 -54 271.33
-183 -212 -57 285.80
-162 -215 -56 274.96
-132 -219 -65 263.84
-134 -228 -61 271.41
-123 -231 -65 269.66
-118 -244 -66 278.96
-88 -251 -75 276.35
-85 -253 -74 276.97
-71 -246 -71 265.70
-51 -251 -83 269.24
-53 -252 -75 268.21
-38 -271 -84 286.25
-38 -273 -82 287.57
-34 -268 -82 282.32
-4 -263 -90 278.00
13 -260 -97 277.81
19 -259 -94 276.18
18 -255 -94 272.37
25 -272 -95 289.20
28 -264 -97 282.65
40 -255 -106 279.04
51 -249 -109 276.56
67 -238 -118 273.97
73 -241 -120 278.94
79 -247 -122 286.59
90 -230 -128 278.18
101 -224 -131 278.46
94 -222 -133 275.33
97 -217 -134 272.86
105 -204 -135 266.21
100 -215 -132 271.38
112 -206 -135 270.56
123 -207 -137 277.03
126 -197 -141 273.07
126 -191 -138 267.21
139 -196 -144 280.13
152 -194 -143 284.94
156 -183 -143 279.77
161 -176 -141 277.09
150 -173 -141 268.91
167 -168 -141 275.67
170 -166 -136 273.77
171 -169 -137 276.71
181 -157 -144 279.55
179 -146 -140 270.11
188 -138 -138 270.98
184 -130 -140 265.25
195 -125 -141 271.17
196 -121 -140 269.55
192 -129 -137 268.84
214 -108 -137 276.10
197 -110 -131 260.90
208 -99 -140 269.56
220 -89 -135 273.03
221 -104 -130 276.69
235 -95 -133 286.25
221 -96 -132 274.74
221 -77 -128 266.75
222 -79 -128 268.16
214 -85 -128 263.45
219 -69 -131 264.35
220 -87 -120 265.27
218 -79 -120 261.08
239 -62 -125 276.75
237 -71 -113 271.99
242 -62 -114 274.60
227 -71 -105 259.99
244 -70 -111 277.05
238 -39 -105 263.04
