-0.0067271767,0.050738484,0.9873147,-0.0010642252,0.0,0.0,0.37248772,-0.0726428,-0.8306338,0.46232122,0.5811554,1.1803036,0.06654549,352.2397,-1.4723647,-0.68704003,-0.7989831,-1.1068664,-0.42171505,1.8253363,0.0,0.0,-5.785438E-4,0.50581694,-0.5677501,0.5274101,-0.014984574
-0.007584291,0.049284205,0.9839305,0.0,0.0,0.0,0.37248772,-0.07917875,-0.83607394,0.54389995,0.63395685,0.51191556,0.02712059,351.8897,-0.29366207,-0.6189545,-0.65583944,-0.3186848,-0.6014939,0.948771,0.0,0.0,-5.785438E-4,0.84742194,-0.33205777,0.3229928,-0.009377263
-0.0074706506,0.04952904,0.9886218,-0.0021284504,0.0,0.0,0.37078688,-0.07754476,-0.8342606,0.52190006,0.6037096,0.45771545,-0.056640625,351.77304,-0.27004474,-0.60383385,-0.6365362,-0.29366207,-0.5867409,0.90594506,0.0,0.0,0.0040384387,0.8552941,-0.32064578,0.31287462,-0.009089305
-0.0074706506,0.04952904,0.9886218,-0.0021284504,0.0,0.0,0.37078688,-0.07754476,-0.8342606,0.52190006,0.6037096,0.45771545,-0.056640625,351.7147,-0.27004474,-0.60383385,-0.6365362,-0.27004474,-0.5716596,0.8643411,0.0,0.0,0.009067014,0.8552941,-0.32064578,0.31287462,-0.009089305
-0.0074706506,0.04952904,0.9886218,-0.0021284504,0.0,0.0,0.37078688,-0.07754476,-0.8342606,0.52190006,0.6037096,0.45771545,-0.056640625,351.6797,-0.27004474,-0.60383385,-0.6365362,-0.27004474,-0.5716596,0.8643411,0.0,0.0,0.014342945,0.8552941,-0.32064578,0.31287462,-0.009089305
-0.0074706506,0.04952904,0.9886218,-0.0021284504,0.0,0.0,0.37078688,-0.07754476,-0.8342606,0.52190006,0.6037096,0.45771545,-0.056640625,351.65637,-0.27004474,-0.60383385,-0.6365362,-0.27004474,-0.5716596,0.8643411,0.0,0.0,0.019783726,0.8552941,-0.32064578,0.31287462,-0.009089305
-0.0069833873,0.048801757,0.9866865,-0.0010642252,0.0010642252,0.0,0.37588945,-0.07591078,-0.8251937,0.49760264,0.5725759,0.40415794,0.06657028,351.76828,-0.22695124,-0.57222825,-0.5969212,-0.22695124,-0.54071134,0.7848589,0.0,0.0,0.0132468715,0.8701155,-0.29811183,0.2928726,-0.008520294
-0.0069833873,0.048801757,0.9866865,-0.0010642252,0.0010642252,0.0,0.37588945,-0.07591078,-0.8251937,0.49760264,0.5725759,0.40415794,0.06657028,351.8522,-0.22695124,-0.57222825,-0.5969212,-0.22695124,-0.54071134,0.7848589,0.0,0.0,0.006603895,0.8701155,-0.29811183,0.2928726,-0.008520294
-0.007098946,0.050982445,0.9872773,-0.0010642252,0.0,0.0,0.36398342,-0.0726428,-0.8179402,0.48459798,0.55908704,0.38040924,-0.07148743,351.9397,-0.20740789,-0.5558824,-0.57674915,-0.20740789,-0.52493435,0.74697894,0.0,0.0,0.013827525,0.8770742,-0.28700012,0.28300148,-0.008239797
-0.007098946,0.050982445,0.9872773,-0.0010642252,0.0,0.0,0.36398342,-0.0726428,-0.8179402,0.48459798,0.55908704,0.38040924,-0.07148743,352.0097,-0.20740789,-0.5558824,-0.57674915,-0.20740789,-0.52493435,0.74697894,0.0,0.0,0.021123502,0.8770742,-0.28700012,0.28300148,-0.008239797
-0.008564444,0.049770117,0.9878849,-0.0021284504,0.0,0.0,0.37929115,-0.07591078,-0.8324472,0.46995962,0.5419463,0.35765707,0.022140503,352.08514,-0.18914561,-0.53926,-0.5564218,-0.18914561,-0.5090109,0.7103301,0.0,0.0,0.018845767,0.8837381,-0.2760012,0.27322513,-0.007961687
-0.008564444,0.049770117,0.9878849,-0.0021284504,0.0,0.0,0.37929115,-0.07591078,-0.8324472,0.46995962,0.5419463,0.35765707,0.022140503,352.14804,-0.18914561,-0.53926,-0.5564218,-0.18914561,-0.5090109,0.7103301,0.0,0.0,0.016553082,0.8837381,-0.2760012,0.27322513,-0.007961687
-0.008564444,0.049770117,0.9878849,-0.0021284504,0.0,0.0,0.37929115,-0.07591078,-0.8324472,0.46995962,0.5419463,0.35765707,0.022140503,352.20123,-0.18914561,-0.53926,-0.5564218,-0.18914561,-0.5090109,0.7103301,0.0,0.0,0.014247821,0.8837381,-0.2760012,0.27322513,-0.007961687
-0.006732803,0.047587104,0.98788273,0.0,0.0021284504,0.0,0.37078688,-0.07754476,-0.8342606,0.45836812,0.52361506,0.33527052,-0.014764786,352.23972,-0.17211457,-0.52241886,-0.5359997,-0.17211457,-0.49297914,0.67489654,0.0,0.0,0.01579252,0.89011276,-0.2651217,0.263549,-0.007686524
